学段,学科,版本,年级,册次,教材ID,教材名称
"其他","其他","通用","通用","全一册","7528fd5d-5141-c496-419f-ebaa6685af1d","义务教育教科书•体育与健康教师用书 长拳•毽球（全一册）"
"其他","其他","通用","通用","全一册","544365c6-dee1-64c0-7174-163cf0d87e3e","义务教育教科书•体育与健康教师用书 体能（全一册）"
"其他","其他","通用","通用","全一册","bbe078b0-e1f5-8511-3c26-7e6c8617f9d0","义务教育教科书•体育与健康教师用书 基本运动技能（全一册）"
"其他","其他","通用","通用","全一册","8daa78f1-aa13-4c04-c11a-00907fa33ed8","义务教育教科书•体育与健康教师用书 排球（全一册）"
"其他","其他","通用","通用","全一册","735c381d-19ce-cf9a-272a-b8c848fa1db6","义务教育教科书•体育与健康教师用书 游泳（全一册）"
"其他","其他","通用","通用","全一册","60513935-e464-796e-2fa0-8c161d7fce4b","义务教育教科书•体育与健康教师用书 田径类运动（全一册）"
"其他","其他","通用","通用","全一册","c66140f4-6653-ec96-6cfd-96b1b494561a","义务教育教科书•体育与健康教师用书 篮球（全一册）"
"其他","其他","通用","通用","全一册","ce5233aa-4a20-12e3-8ecc-e053e618ec6e","义务教育教科书•体育与健康教师用书 足球（全一册）"
"其他","其他","通用","通用","全一册","bc5859cc-0a98-570d-d064-c4b945f0600c","义务教育教科书•体育与健康教师用书 体能（全一册）"
"其他","其他","通用","通用","全一册","5cbb8803-afdc-7f35-ca2b-070289d780ba","义务教育教科书•体育与健康教师用书 排球（全一册）"
"其他","其他","通用","通用","全一册","592389d5-e3b2-3d69-787c-9c01ee9a21e9","义务教育教科书•体育与健康教师用书 基本运动技能（全一册）"
"其他","其他","通用","通用","全一册","12a973b3-7f85-3cf6-fee9-b3862c5652bd","义务教育教科书•体育与健康教师用书 游泳（全一册）"
"其他","其他","通用","通用","全一册","7272cece-91f1-6545-b33c-3d18b9f17cfe","义务教育教科书•体育与健康教师用书 田径类运动（全一册）"
"其他","其他","通用","通用","全一册","8df1ed8e-0fdc-b145-a8a3-efa23e4103de","义务教育教科书•体育与健康教师用书 篮球（全一册）"
"其他","其他","通用","通用","全一册","78578005-6997-68e4-622a-7c2556d9daeb","义务教育教科书•体育与健康教师用书 足球（全一册）"
"其他","其他","通用","通用","全一册","d1f0b130-30f2-a3c1-8084-332fa94655e9","义务教育教科书（五•四学制）•体育与健康教师用书 体操类运动（全一册）"
"其他","其他","通用","通用","全一册","6ab795b9-2ebe-7c8d-127a-5ed215232a9a","义务教育教科书（五•四学制）•体育与健康教师用书 乒乓球运动（全一册）"
"其他","其他","通用","通用","全一册","8d1cff05-8f52-8521-ba8b-a2905a9d429f","义务教育教科书（五•四学制）•体育与健康教师用书 体能（全一册）"
"其他","其他","通用","通用","全一册","2f974786-b78d-fc53-f010-13b5b8716dc7","义务教育教科书（五•四学制）•体育与健康教师用书 其他民族民间传统体育类运动（全一册）"
"其他","其他","通用","通用","全一册","49781dd8-a3fe-cea7-03b4-1f7a40981502","义务教育教科书（五•四学制）•体育与健康教师用书 基本运动技能（全一册）"
"其他","其他","通用","通用","全一册","d9bce3ae-f4d9-1540-25e0-5630cd54d31e","义务教育教科书（五•四学制）•体育与健康教师用书 排球运动（全一册）"
"其他","其他","通用","通用","全一册","d3dcf3d4-3264-0b99-81b4-8d36eb3aa17d","义务教育教科书（五•四学制）•体育与健康教师用书 新兴体育类运动（全一册）"
"其他","其他","通用","通用","全一册","3bd32693-57f2-6850-d2ba-85bdbfea3757","义务教育教科书（五•四学制）•体育与健康教师用书 武术类运动（全一册）"
"其他","其他","通用","通用","全一册","15d4d458-1048-0d70-82d9-d1ac65b7733a","义务教育教科书（五•四学制）•体育与健康教师用书 游泳•滑冰（全一册）"
"其他","其他","通用","通用","全一册","e7b70e7c-708f-3be3-568b-2973b145c807","义务教育教科书（五•四学制）•体育与健康教师用书 田径类运动（全一册）"
"其他","其他","通用","通用","全一册","ad6540b0-fa57-ece5-e40a-9a92c692c4ff","义务教育教科书（五•四学制）•体育与健康教师用书 篮球运动（全一册）"
"其他","其他","通用","通用","全一册","3601957f-70c9-9d43-45ce-826f49b25197","义务教育教科书（五•四学制）•体育与健康教师用书 羽毛球•网球（全一册）"
"其他","其他","通用","通用","全一册","9c23702c-b53f-d87c-eb29-26e26ba6e7ef","义务教育教科书（五•四学制）•体育与健康教师用书 足球运动（全一册）"
"其他","其他","通用","通用","全一册","4c867357-47c5-df84-6356-1b3b3f00471d","义务教育教科书（五•四学制）•体育与健康教师用书 乒乓球运动（全一册）"
"其他","其他","通用","通用","全一册","fdc96222-1d68-dd5f-9722-ff8f56b886de","义务教育教科书（五•四学制）•体育与健康教师用书 体操类运动（全一册）"
"其他","其他","通用","通用","全一册","f64ce2c6-b564-e788-e4a0-0071a2946fb2","义务教育教科书（五•四学制）•体育与健康教师用书 体能（全一册）"
"其他","其他","通用","通用","全一册","27d41f01-3139-8199-8b87-00d18da7095b","义务教育教科书（五•四学制）•体育与健康教师用书 其他民族民间传统体育类运动（全一册）"
"其他","其他","通用","通用","全一册","dccb391c-3a8e-36df-4358-415cf1f8e91a","义务教育教科书（五•四学制）•体育与健康教师用书 基本运动技能（全一册）"
"其他","其他","通用","通用","全一册","948f74a4-3697-8b81-ac97-5466fc8158c1","义务教育教科书（五•四学制）•体育与健康教师用书 排球运动（全一册）"
"其他","其他","通用","通用","全一册","ce864264-5caa-9d0c-263d-c8ed51764e49","义务教育教科书（五•四学制）•体育与健康教师用书 新兴体育类运动（全一册）"
"其他","其他","通用","通用","全一册","5e9ef517-52a1-1da7-de48-acceecc1abf8","义务教育教科书（五•四学制）•体育与健康教师用书 武术类运动（全一册）"
"其他","其他","通用","通用","全一册","705baab1-590a-8276-1be3-5b6f363dc203","义务教育教科书（五•四学制）•体育与健康教师用书 游泳•滑冰（全一册）"
"其他","其他","通用","通用","全一册","c170967a-f2e6-8088-8c60-1e83fb1fb51f","义务教育教科书（五•四学制）•体育与健康教师用书 田径类运动（全一册）"
"其他","其他","通用","通用","全一册","7f18ca20-79a1-c997-994f-0b164370a74f","义务教育教科书（五•四学制）•体育与健康教师用书 篮球运动（全一册）"
"其他","其他","通用","通用","全一册","4d31925f-c161-5aa8-711c-15c22b7613f0","义务教育教科书（五•四学制）•体育与健康教师用书 羽毛球•网球（全一册）"
"其他","其他","通用","通用","全一册","b0fa5fdb-f3fb-87cb-f18e-c08c89c587b3","义务教育教科书（五•四学制）•体育与健康教师用书 足球运动（全一册）"
"其他","其他","通用","通用","全一册","bfed8a42-be8d-4579-1d9c-b66102c9ad28","义务教育教科书•体育与健康教师用书 中华传统体育类运动（全一册）"
"其他","其他","通用","通用","全一册","c64405ed-a3a1-2f0e-938a-0fab521aef6b","义务教育教科书•体育与健康教师用书 乒乓球运动（全一册）"
"其他","其他","通用","通用","全一册","f0d8f10f-7d14-41a4-c0f8-5f6f0e8e676b","义务教育教科书•体育与健康教师用书 体能（全一册）"
"其他","其他","通用","通用","全一册","89c9ef1d-b07e-0691-c6fa-9ae82921d734","义务教育教科书•体育与健康教师用书 基本运动技能（全一册）"
"其他","其他","通用","通用","全一册","e25af2ae-f14d-70ce-d531-aaf3ce16bb54","义务教育教科书•体育与健康教师用书 排球运动（全一册）"
"其他","其他","通用","通用","全一册","b2d84205-25cb-fde4-eaf0-a57fc46e3f7c","义务教育教科书•体育与健康教师用书 花样跳绳•轮滑（全一册）"
"其他","其他","通用","通用","全一册","dfc128f0-3284-4c24-ff95-6bf90b1fcf6a","义务教育教科书•体育与健康教师用书 体操类运动（全一册）"
"其他","其他","通用","通用","全一册","7b5d5f90-b013-71ef-9a1c-504bcc1aa126","义务教育教科书•体育与健康教师用书 定向运动（全一册）"
"其他","其他","通用","通用","全一册","a3110eaf-ad60-d51f-54cd-06d6a56dd203","义务教育教科书•体育与健康教师用书 游泳（全一册）"
"其他","其他","通用","通用","全一册","6d9b277b-1db5-a94f-6ad6-398d3565544f","义务教育教科书•体育与健康教师用书 田径类运动（全一册）"
"其他","其他","通用","通用","全一册","1ad65050-792b-c877-0f92-16c289763450","义务教育教科书•体育与健康教师用书 篮球运动（全一册）"
"其他","其他","通用","通用","全一册","6a383f9c-529a-a0d0-d66c-d3c6c8c02578","义务教育教科书•体育与健康教师用书 足球运动（全一册）"
"其他","其他","通用","通用","全一册","1763c1a1-ace2-6a17-be22-ce1c54393487","义务教育教科书•体育与健康教师用书 速度滑冰•高山滑雪（全一册）"
"其他","其他","通用","通用","全一册","6c315dfe-279b-6bf8-1338-c6583923b2e7","义务教育教科书•体育与健康教师用书 中华传统体育类运动（全一册）"
"其他","其他","通用","通用","全一册","e614dbd1-e912-dd56-b4e6-6f4f53c1ef8a","义务教育教科书•体育与健康教师用书 乒乓球运动（全一册）"
"其他","其他","通用","通用","全一册","3b6a5860-bbb2-a1fb-2bf3-37e04e05437b","义务教育教科书•体育与健康教师用书 体能（全一册）"
"其他","其他","通用","通用","全一册","2a6fc7d1-d44b-f533-bf79-e72b8af78633","义务教育教科书•体育与健康教师用书 基本运动技能（全一册）"
"其他","其他","通用","通用","全一册","b0d75d5c-cca6-0518-5dfd-ad8d5d32d8ab","义务教育教科书•体育与健康教师用书 排球运动（全一册）"
"其他","其他","通用","通用","全一册","fce9f483-068e-b30b-17c4-447caeb2d1be","义务教育教科书•体育与健康教师用书 花样跳绳•轮滑（全一册）"
"其他","其他","通用","通用","全一册","efdb7750-8c65-24cc-b69e-16e8bfdefca4","义务教育教科书•体育与健康教师用书 体操类运动（全一册）"
"其他","其他","通用","通用","全一册","de30902f-d963-a62d-c89a-897b6f0641d1","义务教育教科书•体育与健康教师用书 定向运动（全一册）"
"其他","其他","通用","通用","全一册","21200e21-663a-471f-cbe5-e023720f334d","义务教育教科书•体育与健康教师用书 游泳（全一册）"
"其他","其他","通用","通用","全一册","0a7fd835-b1be-a239-16b0-dc857036b240","义务教育教科书•体育与健康教师用书 田径类运动（全一册）"
"其他","其他","通用","通用","全一册","a437c472-cf7a-a722-6f57-2afcb090a780","义务教育教科书•体育与健康教师用书 篮球运动（全一册）"
"其他","其他","通用","通用","全一册","07c97878-a70c-a0ad-4644-e84188d05930","义务教育教科书•体育与健康教师用书 足球运动（全一册）"
"其他","其他","通用","通用","全一册","988927b9-f656-6ee4-9526-d8ddcdfe98e6","义务教育教科书•体育与健康教师用书 速度滑冰•高山滑雪（全一册）"
"其他","其他","通用","通用","全一册","282465d9-3654-b164-055a-be1521705dc3","义务教育教科书•体育与健康教师用书 中华传统体育类运动（全一册）"
"其他","其他","通用","通用","全一册","506cfd80-8342-da3e-6296-e1f6702a0368","义务教育教科书•体育与健康教师用书 乒乓球运动（全一册）"
"其他","其他","通用","通用","全一册","c4e553a7-b934-1d08-7a2a-b24d56c7ccf2","义务教育教科书•体育与健康教师用书 体操类运动（全一册）"
"其他","其他","通用","通用","全一册","e354e7be-d3aa-3289-8f47-2037c32990f8","义务教育教科书•体育与健康教师用书 体能（全一册）"
"其他","其他","通用","通用","全一册","49e4fc42-59d0-7806-1ceb-755df6efc2f3","义务教育教科书•体育与健康教师用书 冰雪类运动（全一册）"
"其他","其他","通用","通用","全一册","9f1495e4-d6ec-9636-7315-c9535cd796e7","义务教育教科书•体育与健康教师用书 基本运动技能（全一册）"
"其他","其他","通用","通用","全一册","76676d2f-225a-ef83-3fec-074e2d761a5d","义务教育教科书•体育与健康教师用书 排球运动（全一册）"
"其他","其他","通用","通用","全一册","cd17c85f-2bae-35b0-af56-ab5fcb1c0b2e","义务教育教科书•体育与健康教师用书 新兴体育类运动（全一册）"
"其他","其他","通用","通用","全一册","3e821ff4-6d45-1697-b6c9-2834283d632f","义务教育教科书•体育与健康教师用书 游泳运动（全一册）"
"其他","其他","通用","通用","全一册","3200b817-6e9d-38fc-0f2a-ab8749bc60b0","义务教育教科书•体育与健康教师用书 田径类运动（全一册）"
"其他","其他","通用","通用","全一册","e1b61e3b-def8-ea99-e59d-c5e776fc7801","义务教育教科书•体育与健康教师用书 篮球运动（全一册）"
"其他","其他","通用","通用","全一册","3701792c-d694-1f36-c846-49cdec16c565","义务教育教科书•体育与健康教师用书 羽毛球运动（全一册）"
"其他","其他","通用","通用","全一册","b6994a69-f0a1-ede7-6774-590cb35a34f4","义务教育教科书•体育与健康教师用书 足球运动（全一册）"
"其他","其他","通用","通用","全一册","a8a434f3-c133-31f0-7bd3-4b7757ac5744","义务教育教科书•体育与健康教师用书  中华传统体育类运动（全一册）"
"其他","其他","通用","通用","全一册","1a0c0a6a-816f-713a-0fd5-0e069abc0492","义务教育教科书•体育与健康教师用书  乒乓球运动（全一册）"
"其他","其他","通用","通用","全一册","b7cd565c-6d0b-4d15-764a-d2cd2aea8be0","义务教育教科书•体育与健康教师用书  技巧与器械体操类运动（全一册）"
"其他","其他","通用","通用","全一册","9d620ae0-ccc6-6499-06c5-f975a531babe","义务教育教科书•体育与健康教师用书  新兴体育类运动（全一册）"
"其他","其他","通用","通用","全一册","b46737b7-b756-cc35-2557-935eb85bb7b9","义务教育教科书•体育与健康教师用书  田径类运动（全一册）"
"其他","其他","通用","通用","全一册","a083e312-703b-d89b-01cc-5d63038c2d7b","义务教育教科书•体育与健康教师用书 体能（全一册）"
"其他","其他","通用","通用","全一册","e14e6ea3-afeb-f4a8-f751-c7adfc8dcabf","义务教育教科书•体育与健康教师用书 基本运动技能（全一册）"
